,sent_file,token,lemma,from,to,semtag,output
1584,pmb-4.0.0/data/en/gold/p07/d1391/en.drs.xml,"['What', 'is', 'the', 'title', 'of', 'the', 'third', 'album', 'of', 'the', 'Offspring', '?']","['entity', 'be', 'the', 'title', 'of', 'the', '3', 'album', 'of', 'the', 'offspring', '?']","[0, 5, 8, 12, 18, 21, 25, 31, 37, 40, 44, 53]","[4, 7, 11, 17, 20, 24, 30, 36, 39, 43, 53, 54]","['QUE', 'ENS', 'DEF', 'CON', 'REL', 'DEF', 'ORD', 'CON', 'REL', 'DEF', 'ORG', 'QUE']","['QUE: ', 'What', '; ', 'ENS: ', 'is', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'title', '; ', 'REL: ', 'of', '; ', 'DEF: ', 'the', '; ', 'ORD: ', 'third', '; ', 'CON: ', 'album', '; ', 'REL: ', 'of', '; ', 'DEF: ', 'the', '; ', 'ORG: ', 'Offspring', '; ', 'QUE: ', '?']"
2714,pmb-4.0.0/data/en/gold/p14/d2264/en.drs.xml,"['ø', 'Tom', 'stole', 'from', 'me', '.']","['ø', 'tom', 'steal', 'from', 'speaker', '.']","[0, 0, 4, 10, 15, 17]","[-1, 3, 9, 14, 17, 18]","['DEF', 'PER', 'EPS', 'REL', 'PRO', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'EPS: ', 'stole', '; ', 'REL: ', 'from', '; ', 'PRO: ', 'me', '; ', 'NIL: ', '.']"
7417,pmb-4.0.0/data/en/gold/p62/d1552/en.drs.xml,"['ø', 'Saburo', 'snatched', 'up', 'all', 'the', 'snacks', 'that', 'were', 'sitting', 'on', 'the', 'table', '.']","['ø', 'saburo', 'snatch~up', 'up', 'all', 'the', 'snack', 'that', 'be', 'sit', 'on', 'the', 'table', '.']","[0, 0, 7, 16, 19, 23, 27, 34, 39, 44, 52, 55, 59, 64]","[-1, 6, 15, 18, 22, 26, 33, 38, 43, 51, 54, 58, 64, 65]","['DEF', 'PER', 'EPS', 'REL', 'AND', 'DEF', 'CON', 'AND', 'PST', 'EXG', 'REL', 'DEF', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Saburo', '; ', 'EPS: ', 'snatched', '; ', 'REL: ', 'up', '; ', 'AND: ', 'all', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'snacks', '; ', 'AND: ', 'that', '; ', 'PST: ', 'were', '; ', 'EXG: ', 'sitting', '; ', 'REL: ', 'on', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'table', '; ', 'NIL: ', '.']"
9430,pmb-4.0.0/data/en/gold/p86/d1982/en.drs.xml,"['These', 'horses', 'are', 'theirs', '.']","['entity', 'horse', 'be', 'person', '.']","[0, 6, 13, 17, 23]","[5, 12, 16, 23, 24]","['PRX', 'CON', 'ENS', 'HAS', 'NIL']","['PRX: ', 'These', '; ', 'CON: ', 'horses', '; ', 'ENS: ', 'are', '; ', 'HAS: ', 'theirs', '; ', 'NIL: ', '.']"
707,pmb-4.0.0/data/en/gold/p02/d1798/en.drs.xml,"['I', 'ca', ""n't"", 'find', 'the', 'newspaper', '.']","['speaker', 'can', 'not', 'find', 'the', 'newspaper', '.']","[0, 2, 4, 8, 13, 17, 26]","[1, 4, 7, 12, 16, 26, 27]","['PRO', 'POS', 'NOT', 'EXS', 'DEF', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'POS: ', 'ca', '; ', 'NOT: ', ""n't"", '; ', 'EXS: ', 'find', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'newspaper', '; ', 'NIL: ', '.']"
8286,pmb-4.0.0/data/en/gold/p72/d3347/en.drs.xml,"['She', 'was', 'stabbed', 'in', 'the', 'back', '.']","['female', 'be', 'stab', 'in', 'the', 'back', '.']","[0, 4, 8, 16, 19, 23, 27]","[3, 7, 15, 18, 22, 27, 28]","['PRO', 'PST', 'EXS', 'REL', 'DEF', 'CON', 'NIL']","['PRO: ', 'She', '; ', 'PST: ', 'was', '; ', 'EXS: ', 'stabbed', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'back', '; ', 'NIL: ', '.']"
3409,pmb-4.0.0/data/en/gold/p20/d2435/en.drs.xml,"['What', 'a', 'marvelous', 'family', '!']","['what', 'a', 'marvelous', 'family', '!']","[0, 5, 7, 17, 23]","[4, 6, 16, 23, 24]","['EMP', 'DIS', 'IST', 'CON', 'EMP']","['EMP: ', 'What', '; ', 'DIS: ', 'a', '; ', 'IST: ', 'marvelous', '; ', 'CON: ', 'family', '; ', 'EMP: ', '!']"
9869,pmb-4.0.0/data/en/gold/p90/d3411/en.drs.xml,"['This', 'check', 'was', 'not', 'honored', '.']","['this', 'check', 'be', 'not', 'honor', '.']","[0, 5, 11, 15, 19, 26]","[4, 10, 14, 18, 26, 27]","['PRX', 'CON', 'PST', 'NOT', 'EXS', 'NIL']","['PRX: ', 'This', '; ', 'CON: ', 'check', '; ', 'PST: ', 'was', '; ', 'NOT: ', 'not', '; ', 'EXS: ', 'honored', '; ', 'NIL: ', '.']"
1949,pmb-4.0.0/data/en/gold/p09/d2772/en.drs.xml,"['That', 'plane', 'will', 'take', 'off', 'at', 'ø', 'five', '.']","['entity', 'plane', 'will', 'take~off', 'off', 'at', 'ø', '17:00', '.']","[0, 5, 11, 16, 21, 25, 28, 28, 32]","[4, 10, 15, 20, 24, 27, -1, 32, 33]","['DST', 'CON', 'FUT', 'EXS', 'REL', 'REL', 'DEF', 'CLO', 'NIL']","['DST: ', 'That', '; ', 'CON: ', 'plane', '; ', 'FUT: ', 'will', '; ', 'EXS: ', 'take', '; ', 'REL: ', 'off', '; ', 'REL: ', 'at', '; ', 'DEF: ', 'ø', '; ', 'CLO: ', 'five', '; ', 'NIL: ', '.']"
1982,pmb-4.0.0/data/en/gold/p09/d3327/en.drs.xml,"['ø', 'Tom', 'is', 'kind~of', 'creepy', '.']","['ø', 'tom', 'be', 'kind~of', 'creepy', '.']","[0, 0, 4, 7, 15, 21]","[-1, 3, 6, 14, 21, 22]","['DEF', 'PER', 'NOW', 'INT', 'IST', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'NOW: ', 'is', '; ', 'INT: ', 'kind~of', '; ', 'IST: ', 'creepy', '; ', 'NIL: ', '.']"
10411,pmb-4.0.0/data/en/gold/p97/d0849/en.drs.xml,"['She', 'bought', 'a', 'dictionary', 'for', 'her', 'sister', '.']","['female', 'buy', 'a', 'dictionary', 'for', 'female', 'sister', '.']","[0, 4, 11, 13, 24, 28, 32, 38]","[3, 10, 12, 23, 27, 31, 38, 39]","['PRO', 'EPS', 'DIS', 'CON', 'REL', 'HAS', 'ROL', 'NIL']","['PRO: ', 'She', '; ', 'EPS: ', 'bought', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'dictionary', '; ', 'REL: ', 'for', '; ', 'HAS: ', 'her', '; ', 'ROL: ', 'sister', '; ', 'NIL: ', '.']"
8298,pmb-4.0.0/data/en/gold/p73/d0795/en.drs.xml,"['ø', 'Jane', 'did', ""n't"", 'play', 'ø', 'tennis', ',', 'did', 'she', '?']","['ø', 'jane', 'do', 'not', 'play', 'ø', 'tennis', ',', 'do', 'female', '?']","[0, 0, 5, 8, 12, 17, 17, 23, 25, 29, 32]","[-1, 4, 8, 11, 16, -1, 23, 24, 28, 32, 33]","['DEF', 'PER', 'PST', 'NOT', 'EXS', 'DIS', 'CON', 'NIL', 'PST', 'PRO', 'QUE']","['DEF: ', 'ø', '; ', 'PER: ', 'Jane', '; ', 'PST: ', 'did', '; ', 'NOT: ', ""n't"", '; ', 'EXS: ', 'play', '; ', 'DEF: ', 'ø', '; ', 'CON: ', 'tennis', '; ', 'NIL: ', ',', '; ', 'PST: ', 'did', '; ', 'PRO: ', 'she', '; ', 'QUE: ', '?']"
3658,pmb-4.0.0/data/en/gold/p22/d2265/en.drs.xml,"['ø', 'Rome', 'is', 'burning', '.']","['ø', 'rome', 'be', 'burn', '.']","[0, 0, 5, 8, 15]","[-1, 4, 7, 15, 16]","['DEF', 'GPE', 'NOW', 'EXG', 'NIL']","['DEF: ', 'ø', '; ', 'GPE: ', 'Rome', '; ', 'NOW: ', 'is', '; ', 'EXG: ', 'burning', '; ', 'NIL: ', '.']"
7255,pmb-4.0.0/data/en/gold/p60/d2345/en.drs.xml,"['I', 'thought', 'that', 'guy', 'had', 'a', 'gun', ',', 'so', 'I', 'shot', 'him', '.']","['speaker', 'think', 'entity', 'guy', 'have', 'a', 'gun', ',', 'so', 'speaker', 'shoot', 'male', '.']","[0, 2, 10, 15, 19, 23, 25, 28, 30, 33, 35, 40, 43]","[1, 9, 14, 18, 22, 24, 28, 29, 32, 34, 39, 43, 44]","['PRO', 'EPS', 'DST', 'CON', 'EPS', 'DIS', 'CON', 'NIL', 'COO', 'PRO', 'EPS', 'PRO', 'NIL']","['PRO: ', 'I', '; ', 'EPS: ', 'thought', '; ', 'DST: ', 'that', '; ', 'CON: ', 'guy', '; ', 'EPS: ', 'had', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'gun', '; ', 'NIL: ', ',', '; ', 'COO: ', 'so', '; ', 'PRO: ', 'I', '; ', 'EPS: ', 'shot', '; ', 'PRO: ', 'him', '; ', 'NIL: ', '.']"
4975,pmb-4.0.0/data/en/gold/p35/d2733/en.drs.xml,"['The', 'house', 'in', 'which', 'we', 'lived', 'was', 'torn', 'down', '.']","['the', 'house', 'in', 'which', 'speaker', 'live', 'be', 'tear~down', 'down', '.']","[0, 4, 10, 13, 19, 22, 28, 32, 37, 41]","[3, 9, 12, 18, 21, 27, 31, 36, 41, 42]","['DEF', 'CON', 'REL', 'AND', 'PRO', 'EPS', 'PST', 'EXS', 'REL', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'house', '; ', 'REL: ', 'in', '; ', 'AND: ', 'which', '; ', 'PRO: ', 'we', '; ', 'EPS: ', 'lived', '; ', 'PST: ', 'was', '; ', 'EXS: ', 'torn', '; ', 'REL: ', 'down', '; ', 'NIL: ', '.']"
7882,pmb-4.0.0/data/en/gold/p68/d2169/en.drs.xml,"['I', 'am', 'a', 'Filipino', '.']","['speaker', 'be', 'a', 'philippines', '.']","[0, 2, 5, 7, 15]","[1, 4, 6, 15, 16]","['PRO', 'ENS', 'DIS', 'GPO', 'NIL']","['PRO: ', 'I', '; ', 'ENS: ', 'am', '; ', 'DIS: ', 'a', '; ', 'GPO: ', 'Filipino', '; ', 'NIL: ', '.']"
5480,pmb-4.0.0/data/en/gold/p40/d2747/en.drs.xml,"['ø', 'Javier', 'blushed', '.']","['ø', 'javier', 'blush', '.']","[0, 0, 7, 14]","[-1, 6, 14, 15]","['DEF', 'PER', 'EPS', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Javier', '; ', 'EPS: ', 'blushed', '; ', 'NIL: ', '.']"
1935,pmb-4.0.0/data/en/gold/p09/d2474/en.drs.xml,"['I', 'am', 'counting', 'in', 'ø', 'German', '.']","['speaker', 'be', 'count', 'in', 'ø', 'german', '.']","[0, 2, 5, 14, 17, 17, 23]","[1, 4, 13, 16, -1, 23, 24]","['PRO', 'NOW', 'EXG', 'REL', 'DIS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'NOW: ', 'am', '; ', 'EXG: ', 'counting', '; ', 'REL: ', 'in', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'German', '; ', 'NIL: ', '.']"
1115,pmb-4.0.0/data/en/gold/p04/d2122/en.drs.xml,"['ø', 'Tom', 'showed', 'ø', 'Mary', 'a', 'picture', 'of', 'his', 'dog', '.']","['ø', 'tom', 'show', 'ø', 'mary', 'a', 'picture', 'of', 'male', 'dog', '.']","[0, 0, 4, 11, 11, 16, 18, 26, 29, 33, 36]","[-1, 3, 10, -1, 15, 17, 25, 28, 32, 36, 37]","['DEF', 'PER', 'EPS', 'DEF', 'PER', 'DIS', 'CON', 'REL', 'HAS', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'EPS: ', 'showed', '; ', 'DEF: ', 'ø', '; ', 'PER: ', 'Mary', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'picture', '; ', 'REL: ', 'of', '; ', 'HAS: ', 'his', '; ', 'CON: ', 'dog', '; ', 'NIL: ', '.']"
4270,pmb-4.0.0/data/en/gold/p28/d2282/en.drs.xml,"['The', 'chicken', 'is', 'cackling', '.']","['the', 'chicken', 'be', 'cackle', '.']","[0, 4, 12, 15, 23]","[3, 11, 14, 23, 24]","['DEF', 'CON', 'NOW', 'EXG', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'chicken', '; ', 'NOW: ', 'is', '; ', 'EXG: ', 'cackling', '; ', 'NIL: ', '.']"
2263,pmb-4.0.0/data/en/gold/p10/d3527/en.drs.xml,"['ø', 'Tom', 'knew', 'something', '.']","['ø', 'tom', 'know', 'entity', '.']","[0, 0, 4, 9, 18]","[-1, 3, 8, 18, 19]","['DEF', 'PER', 'EPS', 'DIS', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'EPS: ', 'knew', '; ', 'DIS: ', 'something', '; ', 'NIL: ', '.']"
6508,pmb-4.0.0/data/en/gold/p51/d1914/en.drs.xml,"['She', 'fell', 'off', 'her', 'horse', '.']","['female', 'fall~off', 'off', 'female', 'horse', '.']","[0, 4, 9, 13, 17, 22]","[3, 8, 12, 16, 22, 23]","['PRO', 'EPS', 'REL', 'HAS', 'CON', 'NIL']","['PRO: ', 'She', '; ', 'EPS: ', 'fell', '; ', 'REL: ', 'off', '; ', 'HAS: ', 'her', '; ', 'CON: ', 'horse', '; ', 'NIL: ', '.']"
1846,pmb-4.0.0/data/en/gold/p08/d3432/en.drs.xml,"['I', 'think', 'ø', 'Tom', 'said', 'his', 'last~name', 'is', 'Jackson', '.']","['speaker', 'think', 'ø', 'tom', 'say', 'male', 'last~name', 'be', 'jackson', '.']","[0, 2, 8, 8, 12, 17, 21, 31, 34, 41]","[1, 7, -1, 11, 16, 20, 30, 33, 41, 42]","['PRO', 'ENS', 'DEF', 'PER', 'EPS', 'HAS', 'CON', 'ENS', 'LIT', 'NIL']","['PRO: ', 'I', '; ', 'ENS: ', 'think', '; ', 'DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'EPS: ', 'said', '; ', 'HAS: ', 'his', '; ', 'CON: ', 'last~name', '; ', 'ENS: ', 'is', '; ', 'LIT: ', 'Jackson', '; ', 'NIL: ', '.']"
2497,pmb-4.0.0/data/en/gold/p12/d3331/en.drs.xml,"['I', 'gave', 'him', 'a', 'sedative', '.']","['speaker', 'give', 'male', 'a', 'sedative', '.']","[0, 2, 7, 11, 13, 21]","[1, 6, 10, 12, 21, 22]","['PRO', 'EPS', 'PRO', 'DIS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'EPS: ', 'gave', '; ', 'PRO: ', 'him', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'sedative', '; ', 'NIL: ', '.']"
3180,pmb-4.0.0/data/en/gold/p18/d2987/en.drs.xml,"['I', 'bought', 'this', 'camera', 'for', 'ø', '25,000', 'yen', '.']","['speaker', 'buy', 'this', 'camera', 'for', 'ø', '25000', 'yen', '.']","[0, 2, 9, 14, 21, 25, 25, 32, 35]","[1, 8, 13, 20, 24, -1, 31, 35, 36]","['PRO', 'EPS', 'PRX', 'CON', 'REL', 'DIS', 'QUC', 'UOM', 'NIL']","['PRO: ', 'I', '; ', 'EPS: ', 'bought', '; ', 'PRX: ', 'this', '; ', 'CON: ', 'camera', '; ', 'REL: ', 'for', '; ', 'DIS: ', 'ø', '; ', 'QUC: ', '25,000', '; ', 'UOM: ', 'yen', '; ', 'NIL: ', '.']"
10510,pmb-4.0.0/data/en/gold/p98/d1717/en.drs.xml,"['I', 'trust', 'ø', 'Ken', '.']","['speaker', 'trust', 'ø', 'ken', '.']","[0, 2, 8, 8, 11]","[1, 7, -1, 11, 12]","['PRO', 'ENS', 'DEF', 'PER', 'NIL']","['PRO: ', 'I', '; ', 'ENS: ', 'trust', '; ', 'DEF: ', 'ø', '; ', 'PER: ', 'Ken', '; ', 'NIL: ', '.']"
8992,pmb-4.0.0/data/en/gold/p80/d3243/en.drs.xml,"['ø', 'Tom', ""'s"", 'not', 'very', 'handsome', '.']","['ø', 'tom', 'be', 'not', 'very', 'handsome', '.']","[0, 0, 3, 6, 10, 15, 23]","[-1, 3, 5, 9, 14, 23, 24]","['DEF', 'PER', 'NOW', 'NOT', 'INT', 'IST', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'NOW: ', ""'s"", '; ', 'NOT: ', 'not', '; ', 'INT: ', 'very', '; ', 'IST: ', 'handsome', '; ', 'NIL: ', '.']"
7399,pmb-4.0.0/data/en/gold/p62/d0761/en.drs.xml,"['ø', 'Wehkamp', 'cost', 'ø', '€', '390m', '.']","['ø', 'wehkamp', 'cost', 'ø', 'euro', '390000000', '.']","[0, 0, 8, 13, 13, 14, 18]","[-1, 7, 12, -1, 14, 18, 19]","['DEF', 'ORG', 'ENS', 'DIS', 'UOM', 'QUC', 'NIL']","['DEF: ', 'ø', '; ', 'ORG: ', 'Wehkamp', '; ', 'ENS: ', 'cost', '; ', 'DEF: ', 'ø', '; ', 'UOM: ', '€', '; ', 'QUC: ', '390m', '; ', 'NIL: ', '.']"
2204,pmb-4.0.0/data/en/gold/p10/d3082/en.drs.xml,"['ø', 'Tom', 'is', ""n't"", 'my', 'father', '.']","['ø', 'tom', 'be', 'not', 'speaker', 'father', '.']","[0, 0, 4, 6, 10, 13, 19]","[-1, 3, 6, 9, 12, 19, 20]","['DEF', 'PER', 'ENS', 'NOT', 'HAS', 'ROL', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'ENS: ', 'is', '; ', 'NOT: ', ""n't"", '; ', 'HAS: ', 'my', '; ', 'ROL: ', 'father', '; ', 'NIL: ', '.']"
8988,pmb-4.0.0/data/en/gold/p80/d3226/en.drs.xml,"['Can', 'I', 'use', 'this', 'dictionary', '?']","['can', 'speaker', 'use', 'this', 'dictionary', '?']","[0, 4, 6, 10, 15, 25]","[3, 5, 9, 14, 25, 26]","['POS', 'PRO', 'EXS', 'PRX', 'CON', 'QUE']","['POS: ', 'Can', '; ', 'PRO: ', 'I', '; ', 'EXS: ', 'use', '; ', 'PRX: ', 'this', '; ', 'CON: ', 'dictionary', '; ', 'QUE: ', '?']"
7451,pmb-4.0.0/data/en/gold/p62/d2524/en.drs.xml,"['She', 'married', 'an', 'American', '.']","['female', 'marry', 'an', 'america', '.']","[0, 4, 12, 15, 23]","[3, 11, 14, 23, 24]","['PRO', 'EPS', 'DIS', 'GPO', 'NIL']","['PRO: ', 'She', '; ', 'EPS: ', 'married', '; ', 'DIS: ', 'an', '; ', 'GPO: ', 'American', '; ', 'NIL: ', '.']"
7264,pmb-4.0.0/data/en/gold/p60/d2484/en.drs.xml,"['She', 'served', 'me', 'ø', 'coffee', '.']","['female', 'serve', 'speaker', 'ø', 'coffee', '.']","[0, 4, 11, 14, 14, 20]","[3, 10, 13, -1, 20, 21]","['PRO', 'EPS', 'PRO', 'DIS', 'CON', 'NIL']","['PRO: ', 'She', '; ', 'EPS: ', 'served', '; ', 'PRO: ', 'me', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'coffee', '; ', 'NIL: ', '.']"
2001,pmb-4.0.0/data/en/gold/p09/d3558/en.drs.xml,"['Maybe', 'you', 'licked', 'it', '?']","['maybe', 'hearer', 'lick', 'entity', '?']","[0, 6, 10, 17, 19]","[5, 9, 16, 19, 20]","['POS', 'PRO', 'EPS', 'PRO', 'QUE']","['POS: ', 'Maybe', '; ', 'PRO: ', 'you', '; ', 'EPS: ', 'licked', '; ', 'PRO: ', 'it', '; ', 'QUE: ', '?']"
5168,pmb-4.0.0/data/en/gold/p37/d2865/en.drs.xml,"['She', 'smoked', 'a', 'cigarette', '.']","['female', 'smoke', 'a', 'cigarette', '.']","[0, 4, 11, 13, 22]","[3, 10, 12, 22, 23]","['PRO', 'EPS', 'DIS', 'CON', 'NIL']","['PRO: ', 'She', '; ', 'EPS: ', 'smoked', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'cigarette', '; ', 'NIL: ', '.']"
9190,pmb-4.0.0/data/en/gold/p83/d0814/en.drs.xml,"['My', 'mother', 'is', 'beautiful', '.']","['speaker', 'mother', 'be', 'beautiful', '.']","[0, 3, 10, 13, 22]","[2, 9, 12, 22, 23]","['HAS', 'ROL', 'NOW', 'IST', 'NIL']","['HAS: ', 'My', '; ', 'ROL: ', 'mother', '; ', 'NOW: ', 'is', '; ', 'IST: ', 'beautiful', '; ', 'NIL: ', '.']"
7102,pmb-4.0.0/data/en/gold/p59/d1928/en.drs.xml,"['He', 'named', 'his', 'son', 'James', '.']","['male', 'name', 'male', 'son', 'james', '.']","[0, 3, 9, 13, 17, 22]","[2, 8, 12, 16, 22, 23]","['PRO', 'EPS', 'HAS', 'ROL', 'LIT', 'NIL']","['PRO: ', 'He', '; ', 'EPS: ', 'named', '; ', 'HAS: ', 'his', '; ', 'ROL: ', 'son', '; ', 'LIT: ', 'James', '; ', 'NIL: ', '.']"
10522,pmb-4.0.0/data/en/gold/p98/d1931/en.drs.xml,"['I', ""'m"", 'not', 'that', 'stupid', '.']","['speaker', 'be', 'not', 'that', 'stupid', '.']","[0, 1, 4, 8, 13, 19]","[1, 3, 7, 12, 19, 20]","['PRO', 'NOW', 'NOT', 'EMP', 'IST', 'NIL']","['PRO: ', 'I', '; ', 'NOW: ', ""'m"", '; ', 'NOT: ', 'not', '; ', 'EMP: ', 'that', '; ', 'IST: ', 'stupid', '; ', 'NIL: ', '.']"
8127,pmb-4.0.0/data/en/gold/p70/d3242/en.drs.xml,"['I', 'am', 'dyeing', 'my', 'hair', 'brown', '.']","['speaker', 'be', 'dye', 'speaker', 'hair', 'brown', '.']","[0, 2, 5, 12, 15, 20, 25]","[1, 4, 11, 14, 19, 25, 26]","['PRO', 'NOW', 'EXG', 'HAS', 'CON', 'COL', 'NIL']","['PRO: ', 'I', '; ', 'NOW: ', 'am', '; ', 'EXG: ', 'dyeing', '; ', 'HAS: ', 'my', '; ', 'CON: ', 'hair', '; ', 'COL: ', 'brown', '; ', 'NIL: ', '.']"
10012,pmb-4.0.0/data/en/gold/p92/d2676/en.drs.xml,"['Maybe', 'ø', 'Tom', 'is', 'stupid', '.']","['maybe', 'ø', 'tom', 'be', 'stupid', '.']","[0, 6, 6, 10, 13, 19]","[5, -1, 9, 12, 19, 20]","['POS', 'DEF', 'PER', 'NOW', 'IST', 'NIL']","['POS: ', 'Maybe', '; ', 'DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'NOW: ', 'is', '; ', 'IST: ', 'stupid', '; ', 'NIL: ', '.']"
3393,pmb-4.0.0/data/en/gold/p20/d2139/en.drs.xml,"['ø', 'Sylvia', 'lives', 'in', 'ø', 'Alsace', '.']","['ø', 'sylvia', 'live', 'in', 'ø', 'alsace', '.']","[0, 0, 7, 13, 16, 16, 22]","[-1, 6, 12, 15, -1, 22, 23]","['DEF', 'PER', 'ENS', 'REL', 'DEF', 'GPE', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Sylvia', '; ', 'ENS: ', 'lives', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'ø', '; ', 'GPE: ', 'Alsace', '; ', 'NIL: ', '.']"
3786,pmb-4.0.0/data/en/gold/p23/d3214/en.drs.xml,"['I', ""'m"", 'too', 'tired', 'to', 'argue', '.']","['speaker', 'be', 'too', 'tired', 'to', 'argue', '.']","[0, 1, 4, 8, 14, 17, 22]","[1, 3, 7, 13, 16, 22, 23]","['PRO', 'NOW', 'INT', 'IST', 'NIL', 'EXS', 'NIL']","['PRO: ', 'I', '; ', 'NOW: ', ""'m"", '; ', 'INT: ', 'too', '; ', 'IST: ', 'tired', '; ', 'NIL: ', 'to', '; ', 'EXS: ', 'argue', '; ', 'NIL: ', '.']"
6812,pmb-4.0.0/data/en/gold/p55/d1989/en.drs.xml,"['A', 'crow', 'is', 'as', 'black', 'as', 'ø', 'coal', '.']","['a', 'crow', 'be', 'as', 'black', 'as', 'ø', 'coal', '.']","[0, 2, 7, 10, 13, 19, 22, 22, 26]","[1, 6, 9, 12, 18, 21, -1, 26, 27]","['AND', 'CON', 'NOW', 'EQU', 'COL', 'REL', 'DIS', 'CON', 'NIL']","['AND: ', 'A', '; ', 'CON: ', 'crow', '; ', 'NOW: ', 'is', '; ', 'EQU: ', 'as', '; ', 'COL: ', 'black', '; ', 'EQU: ', 'as', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'coal', '; ', 'NIL: ', '.']"
7748,pmb-4.0.0/data/en/gold/p66/d2061/en.drs.xml,"['Every', 'one', 'but', 'ø', 'Jim', 'came', '.']","['every', 'person', 'but', 'ø', 'jim', 'come', '.']","[0, 5, 9, 13, 13, 17, 21]","[5, 8, 12, -1, 16, 21, 22]","['AND', 'CON', 'NOT', 'DEF', 'PER', 'EPS', 'NIL']","['AND: ', 'Every', '; ', 'CON: ', 'one', '; ', 'NOT: ', 'but', '; ', 'DEF: ', 'ø', '; ', 'PER: ', 'Jim', '; ', 'EPS: ', 'came', '; ', 'NIL: ', '.']"
9439,pmb-4.0.0/data/en/gold/p86/d2168/en.drs.xml,"['They', 'called', 'the', 'dog', 'Rocky', '.']","['person', 'call', 'the', 'dog', 'rocky', '.']","[0, 5, 12, 16, 20, 25]","[4, 11, 15, 19, 25, 26]","['PRO', 'EPS', 'DEF', 'CON', 'LIT', 'NIL']","['PRO: ', 'They', '; ', 'EPS: ', 'called', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'dog', '; ', 'LIT: ', 'Rocky', '; ', 'NIL: ', '.']"
6049,pmb-4.0.0/data/en/gold/p47/d1479/en.drs.xml,"['ø', 'Darwin', 'wrote', '""', 'ø', 'the~Origin~of~Species', '""', '.']","['ø', 'darwin', 'write', '""', 'ø', 'the~origin~of~species', '""', '.']","[0, 0, 7, 13, 14, 14, 35, 36]","[-1, 6, 12, 14, -1, 35, 36, 37]","['DEF', 'PER', 'EPS', 'NIL', 'DEF', 'ART', 'NIL', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Darwin', '; ', 'EPS: ', 'wrote', '; ', 'NIL: ', '""', '; ', 'DEF: ', 'ø', '; ', 'ART: ', 'the~Origin~of~Species', '; ', 'NIL: ', '""', '; ', 'NIL: ', '.']"
7457,pmb-4.0.0/data/en/gold/p62/d2622/en.drs.xml,"['ø', 'Melanie', 'is', 'drinking', 'ø', 'milk', '.']","['ø', 'melanie', 'be', 'drink', 'ø', 'milk', '.']","[0, 0, 8, 11, 20, 20, 24]","[-1, 7, 10, 19, -1, 24, 25]","['DEF', 'PER', 'NOW', 'EXG', 'DIS', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Melanie', '; ', 'NOW: ', 'is', '; ', 'EXG: ', 'drinking', '; ', 'DEF: ', 'ø', '; ', 'CON: ', 'milk', '; ', 'NIL: ', '.']"
128,pmb-4.0.0/data/en/gold/p00/d1594/en.drs.xml,"['I', 'needed', 'ø', 'money', '.']","['speaker', 'need', 'ø', 'money', '.']","[0, 2, 9, 9, 14]","[1, 8, -1, 14, 15]","['PRO', 'EPS', 'DIS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'EPS: ', 'needed', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'money', '; ', 'NIL: ', '.']"
